,prompt,other_prompt,classes,answer_index
559,"Question: Which is more likely?
1: Ralph is an accountant who plays jazz for a hobby
2: Ralph plays jazz for a hobby
Answer:","Question: 
    Ralph is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Ralph is an accountant who plays jazz for a hobby
2: Ralph plays jazz for a hobby
Answer:","[' Ralph is an accountant who plays jazz for a hobby', ' Ralph plays jazz for a hobby']",1
564,"Question: Which is more likely?
1: Eugene plays jazz for a hobby
2: Eugene is an accountant who plays jazz for a hobby
Answer:","Question: 
    Eugene is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Eugene plays jazz for a hobby
2: Eugene is an accountant who plays jazz for a hobby
Answer:","[' Eugene plays jazz for a hobby', ' Eugene is an accountant who plays jazz for a hobby']",0
565,"Question: Which is more likely?
1: Eugene is an accountant who plays jazz for a hobby
2: Eugene plays jazz for a hobby
Answer:","Question: 
    Eugene is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Eugene is an accountant who plays jazz for a hobby
2: Eugene plays jazz for a hobby
Answer:","[' Eugene is an accountant who plays jazz for a hobby', ' Eugene plays jazz for a hobby']",1
570,"Question: Which is more likely?
1: Russell plays jazz for a hobby
2: Russell is an accountant who plays jazz for a hobby
Answer:","Question: 
    Russell is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Russell plays jazz for a hobby
2: Russell is an accountant who plays jazz for a hobby
Answer:","[' Russell plays jazz for a hobby', ' Russell is an accountant who plays jazz for a hobby']",0
571,"Question: Which is more likely?
1: Russell is an accountant who plays jazz for a hobby
2: Russell plays jazz for a hobby
Answer:","Question: 
    Russell is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Russell is an accountant who plays jazz for a hobby
2: Russell plays jazz for a hobby
Answer:","[' Russell is an accountant who plays jazz for a hobby', ' Russell plays jazz for a hobby']",1
576,"Question: Which is more likely?
1: Bobby plays jazz for a hobby
2: Bobby is an accountant who plays jazz for a hobby
Answer:","Question: 
    Bobby is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Bobby plays jazz for a hobby
2: Bobby is an accountant who plays jazz for a hobby
Answer:","[' Bobby plays jazz for a hobby', ' Bobby is an accountant who plays jazz for a hobby']",0
577,"Question: Which is more likely?
1: Bobby is an accountant who plays jazz for a hobby
2: Bobby plays jazz for a hobby
Answer:","Question: 
    Bobby is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Bobby is an accountant who plays jazz for a hobby
2: Bobby plays jazz for a hobby
Answer:","[' Bobby is an accountant who plays jazz for a hobby', ' Bobby plays jazz for a hobby']",1
582,"Question: Which is more likely?
1: Mason plays jazz for a hobby
2: Mason is an accountant who plays jazz for a hobby
Answer:","Question: 
    Mason is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Mason plays jazz for a hobby
2: Mason is an accountant who plays jazz for a hobby
Answer:","[' Mason plays jazz for a hobby', ' Mason is an accountant who plays jazz for a hobby']",0
583,"Question: Which is more likely?
1: Mason is an accountant who plays jazz for a hobby
2: Mason plays jazz for a hobby
Answer:","Question: 
    Mason is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Mason is an accountant who plays jazz for a hobby
2: Mason plays jazz for a hobby
Answer:","[' Mason is an accountant who plays jazz for a hobby', ' Mason plays jazz for a hobby']",1
588,"Question: Which is more likely?
1: Philip plays jazz for a hobby
2: Philip is an accountant who plays jazz for a hobby
Answer:","Question: 
    Philip is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Philip plays jazz for a hobby
2: Philip is an accountant who plays jazz for a hobby
Answer:","[' Philip plays jazz for a hobby', ' Philip is an accountant who plays jazz for a hobby']",0
589,"Question: Which is more likely?
1: Philip is an accountant who plays jazz for a hobby
2: Philip plays jazz for a hobby
Answer:","Question: 
    Philip is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Philip is an accountant who plays jazz for a hobby
2: Philip plays jazz for a hobby
Answer:","[' Philip is an accountant who plays jazz for a hobby', ' Philip plays jazz for a hobby']",1
594,"Question: Which is more likely?
1: Louis plays jazz for a hobby
2: Louis is an accountant who plays jazz for a hobby
Answer:","Question: 
    Louis is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Louis plays jazz for a hobby
2: Louis is an accountant who plays jazz for a hobby
Answer:","[' Louis plays jazz for a hobby', ' Louis is an accountant who plays jazz for a hobby']",0
595,"Question: Which is more likely?
1: Louis is an accountant who plays jazz for a hobby
2: Louis plays jazz for a hobby
Answer:","Question: 
    Louis is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Louis is an accountant who plays jazz for a hobby
2: Louis plays jazz for a hobby
Answer:","[' Louis is an accountant who plays jazz for a hobby', ' Louis plays jazz for a hobby']",1
