,prompt,other_prompt,classes,answer_index
119,"Question: Which is more likely?
1: Joshua is an immigrant and Trump supporter
2: Joshua is an immigrant
Answer:","Question: 
            Joshua is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Joshua is an immigrant and Trump supporter
2: Joshua is an immigrant
Answer:","[' Joshua is an immigrant and Trump supporter', ' Joshua is an immigrant']",1
35,"Question: Which is more likely?
1: William is an immigrant and Trump supporter
2: William is an immigrant
Answer:","Question: 
            William is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: William is an immigrant and Trump supporter
2: William is an immigrant
Answer:","[' William is an immigrant and Trump supporter', ' William is an immigrant']",1
133,"Question: Which is more likely?
1: Brian is an accountant who plays jazz for a hobby
2: Brian plays jazz for a hobby
Answer:","Question: 
    Brian is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Brian is an accountant who plays jazz for a hobby
2: Brian plays jazz for a hobby
Answer:","[' Brian is an accountant who plays jazz for a hobby', ' Brian plays jazz for a hobby']",1
480,"Question: Which is more likely?
1: Joe plays jazz for a hobby
2: Joe is an accountant who plays jazz for a hobby
Answer:","Question: 
    Joe is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Joe plays jazz for a hobby
2: Joe is an accountant who plays jazz for a hobby
Answer:","[' Joe plays jazz for a hobby', ' Joe is an accountant who plays jazz for a hobby']",0
598,"Question: Which is more likely?
1: Louis is an immigrant
2: Louis is an immigrant and Trump supporter
Answer:","Question: 
            Louis is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Louis is an immigrant
2: Louis is an immigrant and Trump supporter
Answer:","[' Louis is an immigrant', ' Louis is an immigrant and Trump supporter']",0
208,"Question: Which is more likely?
1: Jonathan is an immigrant
2: Jonathan is an immigrant and Trump supporter
Answer:","Question: 
            Jonathan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jonathan is an immigrant
2: Jonathan is an immigrant and Trump supporter
Answer:","[' Jonathan is an immigrant', ' Jonathan is an immigrant and Trump supporter']",0
108,"Question: Which is more likely?
1: Andrew plays jazz for a hobby
2: Andrew is an accountant who plays jazz for a hobby
Answer:","Question: 
    Andrew is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Andrew plays jazz for a hobby
2: Andrew is an accountant who plays jazz for a hobby
Answer:","[' Andrew plays jazz for a hobby', ' Andrew is an accountant who plays jazz for a hobby']",0
523,"Question: Which is more likely?
1: Juan is an accountant who plays jazz for a hobby
2: Juan plays jazz for a hobby
Answer:","Question: 
    Juan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Juan is an accountant who plays jazz for a hobby
2: Juan plays jazz for a hobby
Answer:","[' Juan is an accountant who plays jazz for a hobby', ' Juan plays jazz for a hobby']",1
468,"Question: Which is more likely?
1: Bryan plays jazz for a hobby
2: Bryan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Bryan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Bryan plays jazz for a hobby
2: Bryan is an accountant who plays jazz for a hobby
Answer:","[' Bryan plays jazz for a hobby', ' Bryan is an accountant who plays jazz for a hobby']",0
503,"Question: Which is more likely?
1: Logan is an immigrant and Trump supporter
2: Logan is an immigrant
Answer:","Question: 
            Logan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Logan is an immigrant and Trump supporter
2: Logan is an immigrant
Answer:","[' Logan is an immigrant and Trump supporter', ' Logan is an immigrant']",1
23,"Question: Which is more likely?
1: Michael is an immigrant and Trump supporter
2: Michael is an immigrant
Answer:","Question: 
            Michael is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Michael is an immigrant and Trump supporter
2: Michael is an immigrant
Answer:","[' Michael is an immigrant and Trump supporter', ' Michael is an immigrant']",1
151,"Question: Which is more likely?
1: Ronald is an accountant who plays jazz for a hobby
2: Ronald plays jazz for a hobby
Answer:","Question: 
    Ronald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Ronald is an accountant who plays jazz for a hobby
2: Ronald plays jazz for a hobby
Answer:","[' Ronald is an accountant who plays jazz for a hobby', ' Ronald plays jazz for a hobby']",1
229,"Question: Which is more likely?
1: Scott is an accountant who plays jazz for a hobby
2: Scott plays jazz for a hobby
Answer:","Question: 
    Scott is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Scott is an accountant who plays jazz for a hobby
2: Scott plays jazz for a hobby
Answer:","[' Scott is an accountant who plays jazz for a hobby', ' Scott plays jazz for a hobby']",1
432,"Question: Which is more likely?
1: Carl plays jazz for a hobby
2: Carl is an accountant who plays jazz for a hobby
Answer:","Question: 
    Carl is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Carl plays jazz for a hobby
2: Carl is an accountant who plays jazz for a hobby
Answer:","[' Carl plays jazz for a hobby', ' Carl is an accountant who plays jazz for a hobby']",0
457,"Question: Which is more likely?
1: Jesse is an accountant who plays jazz for a hobby
2: Jesse plays jazz for a hobby
Answer:","Question: 
    Jesse is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jesse is an accountant who plays jazz for a hobby
2: Jesse plays jazz for a hobby
Answer:","[' Jesse is an accountant who plays jazz for a hobby', ' Jesse plays jazz for a hobby']",1
389,"Question: Which is more likely?
1: Christian is an immigrant and Trump supporter
2: Christian is an immigrant
Answer:","Question: 
            Christian is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Christian is an immigrant and Trump supporter
2: Christian is an immigrant
Answer:","[' Christian is an immigrant and Trump supporter', ' Christian is an immigrant']",1
202,"Question: Which is more likely?
1: Eric is an immigrant
2: Eric is an immigrant and Trump supporter
Answer:","Question: 
            Eric is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Eric is an immigrant
2: Eric is an immigrant and Trump supporter
Answer:","[' Eric is an immigrant', ' Eric is an immigrant and Trump supporter']",0
408,"Question: Which is more likely?
1: Gerald plays jazz for a hobby
2: Gerald is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gerald is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gerald plays jazz for a hobby
2: Gerald is an accountant who plays jazz for a hobby
Answer:","[' Gerald plays jazz for a hobby', ' Gerald is an accountant who plays jazz for a hobby']",0
22,"Question: Which is more likely?
1: Michael is an immigrant
2: Michael is an immigrant and Trump supporter
Answer:","Question: 
            Michael is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Michael is an immigrant
2: Michael is an immigrant and Trump supporter
Answer:","[' Michael is an immigrant', ' Michael is an immigrant and Trump supporter']",0
115,"Question: Which is more likely?
1: Joshua is an accountant who plays jazz for a hobby
2: Joshua plays jazz for a hobby
Answer:","Question: 
    Joshua is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Joshua is an accountant who plays jazz for a hobby
2: Joshua plays jazz for a hobby
Answer:","[' Joshua is an accountant who plays jazz for a hobby', ' Joshua plays jazz for a hobby']",1
528,"Question: Which is more likely?
1: Wayne plays jazz for a hobby
2: Wayne is an accountant who plays jazz for a hobby
Answer:","Question: 
    Wayne is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Wayne plays jazz for a hobby
2: Wayne is an accountant who plays jazz for a hobby
Answer:","[' Wayne plays jazz for a hobby', ' Wayne is an accountant who plays jazz for a hobby']",0
553,"Question: Which is more likely?
1: Vincent is an accountant who plays jazz for a hobby
2: Vincent plays jazz for a hobby
Answer:","Question: 
    Vincent is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Vincent is an accountant who plays jazz for a hobby
2: Vincent plays jazz for a hobby
Answer:","[' Vincent is an accountant who plays jazz for a hobby', ' Vincent plays jazz for a hobby']",1
79,"Question: Which is more likely?
1: Anthony is an accountant who plays jazz for a hobby
2: Anthony plays jazz for a hobby
Answer:","Question: 
    Anthony is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Anthony is an accountant who plays jazz for a hobby
2: Anthony plays jazz for a hobby
Answer:","[' Anthony is an accountant who plays jazz for a hobby', ' Anthony plays jazz for a hobby']",1
211,"Question: Which is more likely?
1: Stephen is an accountant who plays jazz for a hobby
2: Stephen plays jazz for a hobby
Answer:","Question: 
    Stephen is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Stephen is an accountant who plays jazz for a hobby
2: Stephen plays jazz for a hobby
Answer:","[' Stephen is an accountant who plays jazz for a hobby', ' Stephen plays jazz for a hobby']",1
498,"Question: Which is more likely?
1: Logan plays jazz for a hobby
2: Logan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Logan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Logan plays jazz for a hobby
2: Logan is an accountant who plays jazz for a hobby
Answer:","[' Logan plays jazz for a hobby', ' Logan is an accountant who plays jazz for a hobby']",0
215,"Question: Which is more likely?
1: Stephen is an immigrant and Trump supporter
2: Stephen is an immigrant
Answer:","Question: 
            Stephen is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Stephen is an immigrant and Trump supporter
2: Stephen is an immigrant
Answer:","[' Stephen is an immigrant and Trump supporter', ' Stephen is an immigrant']",1
562,"Question: Which is more likely?
1: Ralph is an immigrant
2: Ralph is an immigrant and Trump supporter
Answer:","Question: 
            Ralph is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Ralph is an immigrant
2: Ralph is an immigrant and Trump supporter
Answer:","[' Ralph is an immigrant', ' Ralph is an immigrant and Trump supporter']",0
268,"Question: Which is more likely?
1: Frank is an immigrant
2: Frank is an immigrant and Trump supporter
Answer:","Question: 
            Frank is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Frank is an immigrant
2: Frank is an immigrant and Trump supporter
Answer:","[' Frank is an immigrant', ' Frank is an immigrant and Trump supporter']",0
114,"Question: Which is more likely?
1: Joshua plays jazz for a hobby
2: Joshua is an accountant who plays jazz for a hobby
Answer:","Question: 
    Joshua is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Joshua plays jazz for a hobby
2: Joshua is an accountant who plays jazz for a hobby
Answer:","[' Joshua plays jazz for a hobby', ' Joshua is an accountant who plays jazz for a hobby']",0
251,"Question: Which is more likely?
1: Samuel is an immigrant and Trump supporter
2: Samuel is an immigrant
Answer:","Question: 
            Samuel is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Samuel is an immigrant and Trump supporter
2: Samuel is an immigrant
Answer:","[' Samuel is an immigrant and Trump supporter', ' Samuel is an immigrant']",1
46,"Question: Which is more likely?
1: Joseph is an immigrant
2: Joseph is an immigrant and Trump supporter
Answer:","Question: 
            Joseph is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Joseph is an immigrant
2: Joseph is an immigrant and Trump supporter
Answer:","[' Joseph is an immigrant', ' Joseph is an immigrant and Trump supporter']",0
436,"Question: Which is more likely?
1: Carl is an immigrant
2: Carl is an immigrant and Trump supporter
Answer:","Question: 
            Carl is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Carl is an immigrant
2: Carl is an immigrant and Trump supporter
Answer:","[' Carl is an immigrant', ' Carl is an immigrant and Trump supporter']",0
160,"Question: Which is more likely?
1: Edward is an immigrant
2: Edward is an immigrant and Trump supporter
Answer:","Question: 
            Edward is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Edward is an immigrant
2: Edward is an immigrant and Trump supporter
Answer:","[' Edward is an immigrant', ' Edward is an immigrant and Trump supporter']",0
172,"Question: Which is more likely?
1: Jeffrey is an immigrant
2: Jeffrey is an immigrant and Trump supporter
Answer:","Question: 
            Jeffrey is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jeffrey is an immigrant
2: Jeffrey is an immigrant and Trump supporter
Answer:","[' Jeffrey is an immigrant', ' Jeffrey is an immigrant and Trump supporter']",0
184,"Question: Which is more likely?
1: Jacob is an immigrant
2: Jacob is an immigrant and Trump supporter
Answer:","Question: 
            Jacob is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Jacob is an immigrant
2: Jacob is an immigrant and Trump supporter
Answer:","[' Jacob is an immigrant', ' Jacob is an immigrant and Trump supporter']",0
595,"Question: Which is more likely?
1: Louis is an accountant who plays jazz for a hobby
2: Louis plays jazz for a hobby
Answer:","Question: 
    Louis is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Louis is an accountant who plays jazz for a hobby
2: Louis plays jazz for a hobby
Answer:","[' Louis is an accountant who plays jazz for a hobby', ' Louis plays jazz for a hobby']",1
193,"Question: Which is more likely?
1: Nicholas is an accountant who plays jazz for a hobby
2: Nicholas plays jazz for a hobby
Answer:","Question: 
    Nicholas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Nicholas is an accountant who plays jazz for a hobby
2: Nicholas plays jazz for a hobby
Answer:","[' Nicholas is an accountant who plays jazz for a hobby', ' Nicholas plays jazz for a hobby']",1
139,"Question: Which is more likely?
1: George is an accountant who plays jazz for a hobby
2: George plays jazz for a hobby
Answer:","Question: 
    George is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: George is an accountant who plays jazz for a hobby
2: George plays jazz for a hobby
Answer:","[' George is an accountant who plays jazz for a hobby', ' George plays jazz for a hobby']",1
82,"Question: Which is more likely?
1: Anthony is an immigrant
2: Anthony is an immigrant and Trump supporter
Answer:","Question: 
            Anthony is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Anthony is an immigrant
2: Anthony is an immigrant and Trump supporter
Answer:","[' Anthony is an immigrant', ' Anthony is an immigrant and Trump supporter']",0
52,"Question: Which is more likely?
1: Thomas is an immigrant
2: Thomas is an immigrant and Trump supporter
Answer:","Question: 
            Thomas is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Thomas is an immigrant
2: Thomas is an immigrant and Trump supporter
Answer:","[' Thomas is an immigrant', ' Thomas is an immigrant and Trump supporter']",0
192,"Question: Which is more likely?
1: Nicholas plays jazz for a hobby
2: Nicholas is an accountant who plays jazz for a hobby
Answer:","Question: 
    Nicholas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Nicholas plays jazz for a hobby
2: Nicholas is an accountant who plays jazz for a hobby
Answer:","[' Nicholas plays jazz for a hobby', ' Nicholas is an accountant who plays jazz for a hobby']",0
340,"Question: Which is more likely?
1: Douglas is an immigrant
2: Douglas is an immigrant and Trump supporter
Answer:","Question: 
            Douglas is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Douglas is an immigrant
2: Douglas is an immigrant and Trump supporter
Answer:","[' Douglas is an immigrant', ' Douglas is an immigrant and Trump supporter']",0
126,"Question: Which is more likely?
1: Kevin plays jazz for a hobby
2: Kevin is an accountant who plays jazz for a hobby
Answer:","Question: 
    Kevin is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Kevin plays jazz for a hobby
2: Kevin is an accountant who plays jazz for a hobby
Answer:","[' Kevin plays jazz for a hobby', ' Kevin is an accountant who plays jazz for a hobby']",0
66,"Question: Which is more likely?
1: Daniel plays jazz for a hobby
2: Daniel is an accountant who plays jazz for a hobby
Answer:","Question: 
    Daniel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Daniel plays jazz for a hobby
2: Daniel is an accountant who plays jazz for a hobby
Answer:","[' Daniel plays jazz for a hobby', ' Daniel is an accountant who plays jazz for a hobby']",0
354,"Question: Which is more likely?
1: Kyle plays jazz for a hobby
2: Kyle is an accountant who plays jazz for a hobby
Answer:","Question: 
    Kyle is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Kyle plays jazz for a hobby
2: Kyle is an accountant who plays jazz for a hobby
Answer:","[' Kyle plays jazz for a hobby', ' Kyle is an accountant who plays jazz for a hobby']",0
371,"Question: Which is more likely?
1: Walter is an immigrant and Trump supporter
2: Walter is an immigrant
Answer:","Question: 
            Walter is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Walter is an immigrant and Trump supporter
2: Walter is an immigrant
Answer:","[' Walter is an immigrant and Trump supporter', ' Walter is an immigrant']",1
487,"Question: Which is more likely?
1: Bruce is an accountant who plays jazz for a hobby
2: Bruce plays jazz for a hobby
Answer:","Question: 
    Bruce is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Bruce is an accountant who plays jazz for a hobby
2: Bruce plays jazz for a hobby
Answer:","[' Bruce is an accountant who plays jazz for a hobby', ' Bruce plays jazz for a hobby']",1
545,"Question: Which is more likely?
1: Randy is an immigrant and Trump supporter
2: Randy is an immigrant
Answer:","Question: 
            Randy is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Randy is an immigrant and Trump supporter
2: Randy is an immigrant
Answer:","[' Randy is an immigrant and Trump supporter', ' Randy is an immigrant']",1
552,"Question: Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","Question: 
    Vincent is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","[' Vincent plays jazz for a hobby', ' Vincent is an accountant who plays jazz for a hobby']",0
307,"Question: Which is more likely?
1: Aaron is an accountant who plays jazz for a hobby
2: Aaron plays jazz for a hobby
Answer:","Question: 
    Aaron is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Aaron is an accountant who plays jazz for a hobby
2: Aaron plays jazz for a hobby
Answer:","[' Aaron is an accountant who plays jazz for a hobby', ' Aaron plays jazz for a hobby']",1
234,"Question: Which is more likely?
1: Brandon plays jazz for a hobby
2: Brandon is an accountant who plays jazz for a hobby
Answer:","Question: 
    Brandon is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Brandon plays jazz for a hobby
2: Brandon is an accountant who plays jazz for a hobby
Answer:","[' Brandon plays jazz for a hobby', ' Brandon is an accountant who plays jazz for a hobby']",0
187,"Question: Which is more likely?
1: Gary is an accountant who plays jazz for a hobby
2: Gary plays jazz for a hobby
Answer:","Question: 
    Gary is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Gary is an accountant who plays jazz for a hobby
2: Gary plays jazz for a hobby
Answer:","[' Gary is an accountant who plays jazz for a hobby', ' Gary plays jazz for a hobby']",1
581,"Question: Which is more likely?
1: Bobby is an immigrant and Trump supporter
2: Bobby is an immigrant
Answer:","Question: 
            Bobby is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Bobby is an immigrant and Trump supporter
2: Bobby is an immigrant
Answer:","[' Bobby is an immigrant and Trump supporter', ' Bobby is an immigrant']",1
454,"Question: Which is more likely?
1: Dylan is an immigrant
2: Dylan is an immigrant and Trump supporter
Answer:","Question: 
            Dylan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Dylan is an immigrant
2: Dylan is an immigrant and Trump supporter
Answer:","[' Dylan is an immigrant', ' Dylan is an immigrant and Trump supporter']",0
232,"Question: Which is more likely?
1: Scott is an immigrant
2: Scott is an immigrant and Trump supporter
Answer:","Question: 
            Scott is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Scott is an immigrant
2: Scott is an immigrant and Trump supporter
Answer:","[' Scott is an immigrant', ' Scott is an immigrant and Trump supporter']",0
496,"Question: Which is more likely?
1: Gabriel is an immigrant
2: Gabriel is an immigrant and Trump supporter
Answer:","Question: 
            Gabriel is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Gabriel is an immigrant
2: Gabriel is an immigrant and Trump supporter
Answer:","[' Gabriel is an immigrant', ' Gabriel is an immigrant and Trump supporter']",0
124,"Question: Which is more likely?
1: Kenneth is an immigrant
2: Kenneth is an immigrant and Trump supporter
Answer:","Question: 
            Kenneth is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Kenneth is an immigrant
2: Kenneth is an immigrant and Trump supporter
Answer:","[' Kenneth is an immigrant', ' Kenneth is an immigrant and Trump supporter']",0
568,"Question: Which is more likely?
1: Eugene is an immigrant
2: Eugene is an immigrant and Trump supporter
Answer:","Question: 
            Eugene is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
Which is more likely?
1: Eugene is an immigrant
2: Eugene is an immigrant and Trump supporter
Answer:","[' Eugene is an immigrant', ' Eugene is an immigrant and Trump supporter']",0
521,"Question: Which is more likely?
1: Alan is an immigrant and Trump supporter
2: Alan is an immigrant
Answer:","Question: 
            Alan is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Alan is an immigrant and Trump supporter
2: Alan is an immigrant
Answer:","[' Alan is an immigrant and Trump supporter', ' Alan is an immigrant']",1
95,"Question: Which is more likely?
1: Donald is an immigrant and Trump supporter
2: Donald is an immigrant
Answer:","Question: 
            Donald is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Donald is an immigrant and Trump supporter
2: Donald is an immigrant
Answer:","[' Donald is an immigrant and Trump supporter', ' Donald is an immigrant']",1
6,"Question: Which is more likely?
1: Robert plays jazz for a hobby
2: Robert is an accountant who plays jazz for a hobby
Answer:","Question: 
    Robert is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Robert plays jazz for a hobby
2: Robert is an accountant who plays jazz for a hobby
Answer:","[' Robert plays jazz for a hobby', ' Robert is an accountant who plays jazz for a hobby']",0
257,"Question: Which is more likely?
1: Gregory is an immigrant and Trump supporter
2: Gregory is an immigrant
Answer:","Question: 
            Gregory is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Gregory is an immigrant and Trump supporter
2: Gregory is an immigrant
Answer:","[' Gregory is an immigrant and Trump supporter', ' Gregory is an immigrant']",1
353,"Question: Which is more likely?
1: Peter is an immigrant and Trump supporter
2: Peter is an immigrant
Answer:","Question: 
            Peter is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Peter is an immigrant and Trump supporter
2: Peter is an immigrant
Answer:","[' Peter is an immigrant and Trump supporter', ' Peter is an immigrant']",1
499,"Question: Which is more likely?
1: Logan is an accountant who plays jazz for a hobby
2: Logan plays jazz for a hobby
Answer:","Question: 
    Logan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Logan is an accountant who plays jazz for a hobby
2: Logan plays jazz for a hobby
Answer:","[' Logan is an accountant who plays jazz for a hobby', ' Logan plays jazz for a hobby']",1
379,"Question: Which is more likely?
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","Question: 
    Jeremy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","[' Jeremy is an accountant who plays jazz for a hobby', ' Jeremy plays jazz for a hobby']",1
463,"Question: Which is more likely?
1: Jordan is an accountant who plays jazz for a hobby
2: Jordan plays jazz for a hobby
Answer:","Question: 
    Jordan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jordan is an accountant who plays jazz for a hobby
2: Jordan plays jazz for a hobby
Answer:","[' Jordan is an accountant who plays jazz for a hobby', ' Jordan plays jazz for a hobby']",1
36,"Question: Which is more likely?
1: Richard plays jazz for a hobby
2: Richard is an accountant who plays jazz for a hobby
Answer:","Question: 
    Richard is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Richard plays jazz for a hobby
2: Richard is an accountant who plays jazz for a hobby
Answer:","[' Richard plays jazz for a hobby', ' Richard is an accountant who plays jazz for a hobby']",0
479,"Question: Which is more likely?
1: Billy is an immigrant and Trump supporter
2: Billy is an immigrant
Answer:","Question: 
            Billy is 53 years old. He is conservative and works in a coal mine in Wyoming. He strongly believes that we should make America great again.
            
1: Billy is an immigrant and Trump supporter
2: Billy is an immigrant
Answer:","[' Billy is an immigrant and Trump supporter', ' Billy is an immigrant']",1
